tokens	target word	tagger tag	human tag	tp/tn
g no work Yeah , I- I've got it personally too , you know . Like uh like uh	personally	R	POSTVB	tp
woman know her stuff . But me , personally , it's like , I don't know . I gu	personally	R	PREVB	tp
. So that's why like I d- I- I personally- like I have no Famous Dex . Um	personally	R	PREVB	tp
to the prosecutor talk , and I personally- we had pulled over ? to drop	personally	R	PREVB	tp
u personally know . Really . Cause , you know	personally	R	POSTVB	tp
reading skills and develop me personally . And when I graduated from ele	personally	R	POSTVB	tp
t school . Of course . I n- I- I personally never went to school with any	personally	R	PREVB	tp
id but I can't tell you that I personally felt it . Um , but I'm sure- I'm	personally	R	PREVB	tp
nk it's- I think it's good . Me personally , I think it's a good thing . Be	personally	R	PREVB	tp
ide . Yeah . A- a- as a- I do . I personally I- I- I see that as East- East	personally	R	PREVB	tp
stakes they made . So what I do personally , is I would mail out the- the	personally	R	POSTVB	tp
them personally for one . Like , if you know som	personally	R	POSTVB	tp
Because I don't- I don't- I- I personally don't like to talk about that	personally	R	PREVB	tp
se different things . And so , I personally don't wanna move too far south	personally	R	PREVB	tp
able to live here ? Cause I- me personally , I- I don't even wanna live th	personally	R	PREVB	tp
hat you're saying , man . I- me , personally , I could respect that and shit	personally	R	PREVB	tp
know why , but I- I just don't personally like people from Baltimore . I	personally	R	PREVB	tp
you're feeling fulfilled , um , personally . Like , I got my fill , I got wh	personally	R	POSTVB	tp
. and getting wilder . This was petty if I'm in the Smith , they'd th	petty	A	A	tn
saying , it was some- something petty , but they still locked me up ,	petty	A	A	tn
I'm saying , I could have been petty like , yeah , I'm < name > , or , yo	petty	A	A	tn
attery , to carjacking , to , uh , petty theft . Uh , grand larceny . Just	petty	A	A	tn
aying , I ain't gonna say like , petty petty , but , you know what I'm	petty	A	A	tn
thing ? be like , damn that was petty . I might do the same but it st	petty	A	A	tn
of DC in prison right now over petty stuff . Especially marijuana I	petty	A	A	tn
c- And the customers , they so petty . Like , even if we post a sign ,	petty	A	A	tn
? They like the niggas for the petty jobs , you feel me . This nigga	petty	A	A	tn
people might say that this is petty . I m- He's not allowed to say ,	petty	A	A	tn
d so , I think < name>'s doing a phenomenal job of creating spaces . Um , an	phenomenal	A	A	tn
s , man . Kendrick is- he's just phenomenal , man , like- Yes . Lyrically ? Mm	phenomenal	A	A	tn
ome to find out why they got a physical notice , but I find this uh , fa	physical	A	A	tn
fta get into verbal borderline physical altercations with people becau	physical	A	A	tn
of course , biology , chemistry , physical science and all that , economic	physical	A	A	tn
. Yeah there's I mean , there's physical changes . Like , yeah , there's d	physical	A	A	tn
tting fouled out , cause I'm so physical , and I think everybody else ne	physical	A	A	tn
know , I'm just- this just the physical me . People don't know what go	physical	A	A	tn
ce , math , reading , mm . We have physical education . And that's all . Abo	physical	A	A	tn
athletic trainer , like phy- do physical therapy with the sports cause	physical	A	A	tn
player that hooped . And I was physical . I was real physical . I- I- ho	physical	A	A	tn
know , or started dealing with physical things . And um , he r- he reall	physical	A	A	tn
sh , math , and and science , and physical education , and music , and art .	physical	A	A	tn
inst anyone because of any uh , physical or mental uh , problems that uh	physical	A	A	tn
other every time , and it's so physical and just the struggle , you kno	physical	A	A	tn
y discomfort with you know , my physical appearance , so we never really	physical	A	A	tn
ontact . Basketball is the most physical sport . We don't have no pads ,	physical	A	A	tn
ing her little ass . I mean not physically punching her though you know w	physically	R	PREVB	tp
erspective of killing yourself physically , it's killing yourself from a	physically	R	POSTVB	tp
wants to do on the court . He's physically imposing . Yeah , he's bigger , h	physically	R	PREJJ	tp
has changed . Like , especially physically . Like , it's so many- My dad- M	physically	R	POSTVB	tp
I'm the only one that actually physically assaulted somebody . < laugh > An	physically	R	PREVB	tp
, uh , physical- Um , I wanna be physically , mentally , spiritually , everyt	physically	R	POSTVB	tp
ersation . You don't have to be physically attached to it fo- you don't h	physically	R	POSTVB	tp
n though , like , you know , < ts > physically , you know , I was- I was ill , m	physically	R	PREVB	tp
sleep cause my head hurt . I'm physically- It's like I- I be physically	physically	R	POSTVB	tp
s the most intimate you can be physically with somebody that's not like ,	physically	R	POSTVB	tp
re split- we were splitting up physically . We were also being split up d	physically	R	POSTVB	tp
ing the black card , it just we physically seen this myself . Know what I	physically	R	PREVB	tp
now , we're able to help people physically and spiritually . We help feed	physically	R	POSTVB	tp
would get sick . She would get physically sick . Just like I want you to	physically	R	PREJJ	tp
, there was a change , not only physically in the neighborhood because ri	physically	R	POSTVB	tp
ave to be physically attached to a church , you know	physically	R	PREJJ	tp
thletic- um , -ly inclined too , physically .	physically	R	POSTJJ	tp
ng like , < laugh > like , Did God physically say that ? Like I- You felt tha	physically	R	PREVB	tp
wanna work with like , actually physically work with patients because lik	physically	R	PREVB	tp
ke I was there . I wasn't there physically , but I was there sonically , me	physically	R	POSTVB	tp
er , and the other one are just plain cowboys . No , they try to help	plain	A	A	tn
doing it . And she could see me plain as day in that- See me doing m	plain	A	A	tn
s born , um , two bedrooms . Just plain and simple . I don't have all t	plain	A	A	tn
got no jacket he got on just a plain t-shirt . A nice middle class f	plain	A	A	tn
a neat guy , so I like my shit plain , I like to have my mumbo sauce	plain	A	A	tn
in it's a I don't- story , just plain story About getting involved i	plain	A	A	tn
nce teacher . I just wanna be a plain teacher . Mm-hm . Help buy my mo	plain	A	A	tn
' s all . No no . this was just a plain ordinary game that you got up	plain	A	A	tn
And I- No not exactly , just a plain car , not no messed up car but	plain	A	A	tn
her , and his wife very uh , um , plainly , or d- very- just solemnly pre	plainly	R	PREVB	tp
give me fifty cent , they just plainly give me fifty cent . Uh-huh . Le	plainly	R	PREVB	tp
ther Bob . We also need a small plastic snake and a big toy- < laugh > a	plastic	A	A	tn
ther Bob . We also need a small plastic snake and a big toy frog for t	plastic	A	A	tn
er plates , napkins , ( laughing ) plastic forks and spoons , all that . Bu	plastic	A	A	tn
they say you're too um , like , playful , childish , juvenile to be arou	playful	A	A	tn
ut of her , and that wasn't too pleasant I guess . Mm English , Algebra T	pleasant	A	A	tn
ou understood , but she made it pleasant while you were learning . It wa	pleasant	A	A	tn
nd that whole experience quite pleasurable . And I started taking- Well ac	pleasurable	A	A	tn
about making it look very , uh , pleasurable on the eye for their investors	pleasurable	A	A	tn
one over there , telephone wont plentiful . Well one lady on Main Street ,	plentiful	A	A	tn
w , looked into the stock being plentiful and help with the register and	plentiful	A	A	tn
er- it- it may be- you may use poetic terms , you know , things like t	poetic	A	A	tn
school . Like , it's dumb . It's pointless . Like , why are you doing this ?	pointless	A	A	tn
u know , because uh they wasn't poisonous . There was only a few of ' em w	poisonous	A	A	tn
as poisonous , and the ones that was poisono	poisonous	A	A	tn
black snake cause they're none poisonous snakes . Um I don't even rememb	poisonous	A	A	tn
openly reacting and not being polite about it ? And , everyone's sort	polite	A	A	tn
ism up here is just a bit more polite , so the polite way of doing it	polite	A	A	tn
ontact . You say hello . You are polite , you're courteous . Um , it- the	polite	A	A	tn
out the window . Said it's not polite . Everything . Tonight we hope t	polite	A	A	tn
lap > I don't think she had any political < clap > you know um , s- stake i	political	A	A	tn
vorite subject , um , but I love political science . It's what I majored i	political	A	A	tn
ked in a lot of ?? politician , political stuff , so , stuff like that . Um	political	A	A	tn
So , I remember coming in . So , political science a- actually a very qua	political	A	A	tn
I was like , okay I'll just do political science , and okay , I'll do it	political	A	A	tn
I would be that interested in political science . And so when I did < sc	political	A	A	tn
DC , the nation's capital , the political center of- of the- of the worl	political	A	A	tn
n , you got to get economic and political power , you got- that's what yo	political	A	A	tn
s it's- it's- it's us having a political voice number one , which we don	political	A	A	tn
other courses so I was taking political science , but it was just kind	political	A	A	tn
black female friend who was in political science that I think helped- w	political	A	A	tn
o I majored in mathematics and political science . So , you v- political	political	A	A	tn
it was really unfortunate . And political science to some extent was lik	political	A	A	tn
uh Black Panthers a lot , very political activists , and um I mean , I'm	political	A	A	tn
who do you- he said who's your political party ? We got to talking about	political	A	A	tn
nd I was kind of always really political myself . I was a little pro-bla	political	A	A	tn
orfolk State . I wanna major in political science with a minor in psycho	political	A	A	tn
is too , my wife and I . We have political discussions all the time . Um ,	political	A	A	tn
' t really know . But , with this political power I could express these id	political	A	A	tn
t's going on . And I don't know political power would enable me to get d	political	A	A	tn
ollowers or whatever . If I had political power , I would look into deepl	political	A	A	tn
< ts > uh , of resources , um , uh , political , uh , isolation . I mean , we hav	political	A	A	tn
ith my father due to like some political situations as far as the stree	political	A	A	tn
ings start to- start to happen politically . Now I missed out on a lot of	politically	R	POSTVB	tp
ng up the girl gangs were more popular , so then we stopped talking ab	popular	A	A	tn
r activities too , but the most popular was the basketball games in th	popular	A	A	tn
es for they team , but the most popular names was the Whiz Kids . And m	popular	A	A	tn
w that Adams Morgan was really popular for different go go bands . And	popular	A	A	tn
hm . Yeah . They're- They're not popular . Even though people know , um ,	popular	A	A	tn
black communities . That's been popular for decades . They kind of like	popular	A	A	tn
nd stuff is popular . It's gonna get me a scholarsh	popular	A	A	tn
of his , uh , policies were not popular with the , uh , administration a	popular	A	A	tn
And I had that , and I was very popular growing up . So I'm just , you k	popular	A	A	tn
o sauce , yeah . Mumbo sauce uh , popular in the- back in the sixties to	popular	A	A	tn
t > the reason why go go was so popular growing up because it was our	popular	A	A	tn
l spots that are really really popular , um , in the city . And then , yo	popular	A	A	tn
alley here . So go go music was popular actually when I was away in co	popular	A	A	tn
man's name now . But he's real popular and he's worldwide . Mm-hm . Yea	popular	A	A	tn
ess . And um , they weren't very popular at school . People would um , pi	popular	A	A	tn
o soul food . They're very very popular , um , in the area as well . Kind	popular	A	A	tn
an't afford to buy me the most popular sneakers and all this differen	popular	A	A	tn
d on this thing cause it's the popular- the football and the sports a	popular	A	A	tn
in a gang , cause one , when you popular , and you know half the world ,	popular	A	A	tn
ok and- and this , that- and be popular . So I said when- when I had my	popular	A	A	tn
go to school cause like I was popular like everybody liked me and st	popular	A	A	tn
talk about the struggle to be popular . If that's not your reality , t	popular	A	A	tn
t go- go go , which is like the popular go go that they listen to now .	popular	A	A	tn
ng a reading problem and being popular , in the late seventies , early	popular	A	A	tn
as a big- That was a big fa- a popular restaurant back there , back in	popular	A	A	tn
a hip hop group that was real popular back then , and um , you know , t	popular	A	A	tn
tever drugs there was got real popular . But there's so many killings .	popular	A	A	tn
thing . Go go , R&B , whatever is popular , you know , I try to find out w	popular	A	A	tn
school , even though I was not popular . At all ( laughing ) . I was so-	popular	A	A	tn
And so , I was u- I was really popular , and I would have th- little p	popular	A	A	tn
at see it as being such a very popular community and ? town , you know	popular	A	A	tn
o . What's the- what's the most popular instrument of- And- of go go m	popular	A	A	tn
l like- I was definitely not a popular kid , but I wasn't a not popula	popular	A	A	tn
in the world , and I was really popular , but here , I've just had a har	popular	A	A	tn
red it out and I became pretty popular I guess and had a lot of frien	popular	A	A	tn
like a- I'm still like , not a popular girl . I'm still who I was in h	popular	A	A	tn
o people too much to think I'm popular , I just talk to people and do	popular	A	A	tn
course , I showed up , cause I'm popular , I always had money , dressed g	popular	A	A	tn
and in hand . And I chose to be popular over knowledge . And by me choo	popular	A	A	tn
just wish all the schools was positive instead of being negative . I d	positive	A	A	tn
' s hard , like , it's hard to be positive . It's hard to stay on- I guess	positive	A	A	tn
ly a culture shock , but mostly positive , you know what I'm saying . So	positive	A	A	tn
n get out . That's what keep me positive and < name > won't let me . Like ,	positive	A	A	tn
st like , for me I say that's a positive thing . I say that's a positive	positive	A	A	tn
the South somewhere . Not- not positive . I think it was North Carolina	positive	A	A	tn
ortunities just by- just being positive and going into school and just	positive	A	A	tn
people that have done so many positive things for their lives , and ma	positive	A	A	tn
she came along there was some positive things that started to happen .	positive	A	A	tn
s exposed to a lot of the more positive things than the negative . You	positive	A	A	tn
nd it just turned to be like a positive thing . And he took her out of	positive	A	A	tn
very blessed to have a lot of positive educated black women . I worked	positive	A	A	tn
I- I surrounded myself around positive people , positive women who wer	positive	A	A	tn
f you can see- Look at all the positive things that came out of that ,	positive	A	A	tn
h , just with comedy and just a positive vibe all the time . Like , whene	positive	A	A	tn
ping ' em involved in something positive so they wouldn't be a product	positive	A	A	tn
n . But in everything you do be positive with it and have a attitude wh	positive	A	A	tn
gative energy is out , it's all positive vibes after that . I feel like	positive	A	A	tn
rare you hear DC as something positive beside the President , it's jus	positive	A	A	tn
gnant with < name > . But I'm not positive . Um , so she had all four of us	positive	A	A	tn
active member . I met a lot of positive people um , on just like , the m	positive	A	A	tn
computer and just being around positive people . And then after awhile ,	positive	A	A	tn
through my mind . I was always positive um , always humble growing up .	positive	A	A	tn
y- < laugh > for really having a positive impact , and a lot- all of them	positive	A	A	tn
the one experience that was so positive out of my entire experience at	positive	A	A	tn
keep the positive vibes < exhale > Boy what . < ts >	positive	A	A	tn
it wasn't nothing too- nothing positive about it . We always heard a ne	positive	A	A	tn
ur outlets . And the head being positive . So when you- that's like a ba	positive	A	A	tn
ational and like , uh , you know positive f- and uplifting to us , people	positive	A	A	tn
ething which is also fun , it's positive because there's no drama happe	positive	A	A	tn
, and I want us to have like a positive word jar where like we put- wr	positive	A	A	tn
t gonna always be you know , a- positive things that are coming out of	positive	A	A	tn
ite something positive , ( laughing ) um , everyday and t	positive	A	A	tn
was supposed to uplift and be positive . And it was like their whole m	positive	A	A	tn
- I just I won't never cast my positive which is positive towards you	positive	A	A	tn
hree o'clock , I'm not- I'm not positive the time . N- this is a benefit	positive	A	A	tn
ey fail to sometime report the positive things that goes on in the tow	positive	A	A	tn
n . And I wanna see more positive things reported than negative	positive	A	A	tn
nceville . Cause there are some positive things in people over here . Yo	positive	A	A	tn
d some kids just need somebody positive- I'm- I think I'm a very posit	positive	A	A	tn
arents . My friends , I'm around positive people , I don't like negative	positive	A	A	tn
t . And I had- have had nothing positive because it always ended um , < t	positive	A	A	tn
nd- and it was- it was nothing positive to me , you know . Uh , lot of bl	positive	A	A	tn
r choices that were not always positive choices , and what that meant f	positive	A	A	tn
a peace of mind and be around positive people . Cause I think that's w	positive	A	A	tn
onsistently bringing out these positive vibes , you know , we're- gotta	positive	A	A	tn
ings out there . There are very positive programs in DC . My grandmother	positive	A	A	tn
body's negative , other half is positive . But , you could also perceive	positive	A	A	tn
inally have a image that is so positive and people can actually see us	positive	A	A	tn
ince . That was one of the most positive people I've ever met , man . Cau	positive	A	A	tn
ent , um , the mentality is more positive , people are more willing to he	positive	A	A	tn
become comfortable in a- in a positive light of being back home . Beca	positive	A	A	tn
. < laugh > So it has some- some positive things about it , you know . It-	positive	A	A	tn
off the street into something positive , creative , influential , fun , f	positive	A	A	tn
ings are going in direction- a positive direction in DC ch- as far as	positive	A	A	tn
, yeah . I hang around a lot of positive people , man . My closest friend	positive	A	A	tn
bout it . You know being- being positive I had learned a lot about it .	positive	A	A	tn
things . Just- Only thing I can positively remember uh , is that we- I pla	positively	R	PREVB	tp
know that so , I think uh , it's possible you know , as many you know , Bl	possible	A	A	tn
laugh > < ts > Mm . Let's- Well if possible- Let's see , I'd like an engage	possible	A	A	tn
people to understand that it's possible . It's one of the things on my	possible	A	A	tn
do that . You can do that . It's possible . And it- you know what I mean ,	possible	A	A	tn
y and so i- I tried as much as possible to accommodate everybody that	possible	A	A	tn
my new house to be as close as possible to my last house so I will fee	possible	A	A	tn
he tell me are wrong . And it's possible that people that's older than	possible	A	A	tn
y a house ? I said , me ? Is that possible ? He said , there's so many prog	possible	A	A	tn
you fight adversity as much as possible . To do the best that you can .	possible	A	A	tn
eash genius . Well , why is that possible ? Well , because you take the ti	possible	A	A	tn
So I just took away as much as possible , just like , from the interacti	possible	A	A	tn
s like , huh ? Like , this is not possible . So my mother , she's- uh , my m	possible	A	A	tn
gas be unhealthy . I mean , it's possible too . Huh ? Uh , Hello ?	possible	A	A	tn
ith you as- as one thousand as possible . I mean , I fuck with my family	possible	A	A	tn
I try to stay as consistent as possible , you know . Cool . Um , funny thi	possible	A	A	tn
o I try to keep him as busy as possible . Go to school and get your edu	possible	A	A	tn
But uh , I don't know if that's possible though because you know financ	possible	A	A	tn
g I- I keep that up as much as possible . You know . I st- I still don't	possible	A	A	tn
ay , excuse me , was one- no way possible for me to make it , cause I was	possible	A	A	tn
re are people who have made it possible for you . They might not do wha	possible	A	A	tn
chose places that , as much as possible , would look like the Lower Eas	possible	A	A	tn
alistic as po- as realistic as possible . And um drama , I- I like a lot	possible	A	A	tn
o try to s- speak as proper as possible , you know . I mean , you couldn '	possible	A	A	tn
se me , touch as many people as possible . And , um , it allowed me a lot	possible	A	A	tn
derstanding , knowing that it's possible . Um , a lot of people just don '	possible	A	A	tn
tatistically that shouldn't be possible . But it's- it keeps happening	possible	A	A	tn
t view things as possible , and so they get stuck . Um , bu	possible	A	A	tn
ass . Um , I would do everything possible to just stay in his class all	possible	A	A	tn
the best predicament that you possibly can because TANF will pay for	possibly	R	POSTVB	tp
e calling every place we could possibly call , and nothing . The next da	possibly	R	PREVB	tp
this is something that I could possibly do . And then so , I think throu	possibly	R	PREVB	tp
fellowship was that you could possibly go earlier and like , get more	possibly	R	PREVB	tp
en I decided to- to- to ge- to possibly go to grad school . The whole t	possibly	R	PREVB	tp
er one lady that I thought was possibly the nicest teacher I had had .	possibly	R	POSTVB	tp
for development and stuff and possibly get it passed through up under	possibly	R	PREVB	tp
a will get me a husband maybe , possibly we'll see . And if that's what	possibly	R	PREVB	tp
same climate as it is now , uh , possibly can't get a job , police brutal	possibly	R	PREVB	tp
ke the jump ropes and they can possibly sell the jump ropes , because t	possibly	R	PREVB	tp
he rope ! That machine couldn't possibly be on ( laughing ) . } Oh yes , I l	possibly	R	PREVB	tp
most exclusive neighborhoods I possibly could get it in . < ts > And I'd	possibly	R	PREVB	tp
h it was- it w- it- I couldn't possibly call all the names cause it wa	possibly	R	PREVB	tp
hing really that we could have possibly done to change it because she	possibly	R	PREVB	tp
ancing act to do that , and you possibly can see that in , um , the , uh ,	possibly	R	PREVB	tp
dent . Uh , that's where , uh , we possibly have to hold him to the- to th	possibly	R	PREVB	tp
Uh , you would go to Boston and possibly just basically hear , uh , a ver	possibly	R	PREVB	tp
h , some of the things that you possibly need in order to- to make thes	possibly	R	PREVB	tp
I'd rather try for the top and possibly if I can get to the top in a y	possibly	R	PREVB	tp
e to pass . But um , and I think possibly- I don't know whether I attrib	possibly	R	POSTVB	tp
ld straighten it out , he could possibly do it . Well um , I've always ha	possibly	R	PREVB	tp
traightened out for school and possibly buy me a home . And then I woul	possibly	R	PREVB	tp
g that she had it , and she was possibly just irritated most of the tim	possibly	R	PREVB	tp
ween the mother and father she possibly could . But the father normally	possibly	R	PREVB	tp
' m doing the best that I could possibly do . They're both still living .	possibly	R	PREVB	tp
would like to travel , and uh , possibly- That's about the thing that I	possibly	R	PREVB	tp
e I lived there for six years , possibly . Um , but yeah . I don't- I don '	possibly	R	POSTVB	tp
our- other than early morning , possibly cleaning off things that have	possibly	R	PREVB	tp
id uh , I don't think you could possibly do it in enough of time that h	possibly	R	PREVB	tp
t uh you know , people couldn't possibly live the type of life like uh ,	possibly	R	PREVB	tp
e barking . Now mind you , can't possibly be a weed smell because my roo	possibly	R	PREVB	tp
ble to get a loan for housing , possibly , GI Bill to go to school and e	possibly	R	POSTVB	tp
ke that . I had a aunt , she was possibly the first , uh , female , uh , pol	possibly	R	POSTVB	tp
the best medical care that we possibly knew about and uh , uh , she had	possibly	R	PREVB	tp
o years old , and lose all that possibly . Cause I just heard all the ho	possibly	R	POSTVB	tp
on , or you can develop things , possibly open up some businesses , have	possibly	R	PREVB	tp
your childhood as long as you possibly can cause the real world don't	possibly	R	PREVB	tp
ol now . Uh , we did concentrate possibly a little more on Handwriting a	possibly	R	POSTVB	tp
ou're not finished , your stuff possibly can be deleted . And if you are	possibly	R	PREVB	tp
had that not happened , someone possibly could have got stabbed . And , I	possibly	R	PREVB	tp
s just fists . And this was um , possibly ninth- Well , not ninth because	possibly	R	PREJJ	tp
, you can get a internship and possibly work for Darcars after you fin	possibly	R	PREVB	tp
it go . Right now as much as I possibly can . That's about all I can do	possibly	R	PREVB	tp
pick an example in junior high possibly . Um , not in elementary though .	possibly	R	POSTVB	tp
She helped them as much as she possibly could . Mm , pretty good . Well ,	possibly	R	PREVB	tp
even years in school , that um , possibly I would have- be in a- in this	possibly	R	PREVB	tp
at the chest cause that could potentially kill them right there . But l-	potentially	R	PREVB	tp
brother could- could a- could potentially be you know , could have gotten	potentially	R	PREVB	tp
o wanna go back and finish and potentially get into those fields . To be e	potentially	R	PREVB	tp
ckflip . I landed it , but like , potentially I could've broken something . <	potentially	R	PREVB	tp
ne of the- a- some of the more powerful ones for me were , um , like a r	powerful	A	A	tn
differently . Uh , I realize how powerful words are . So , with those word	powerful	A	A	tn
And I'm like , yo like , this is powerful . And- and I would probably say	powerful	A	A	tn
your brain . And , uh- Mind is a powerful thing . Yeah , it's a powerful t	powerful	A	A	tn
the powerful movie that I seen , um , would h	powerful	A	A	tn
d be in a trance . So words are powerful . That's one thing . Then if you	powerful	A	A	tn
erg is uh , pow- thought he was powerful until he ran up against Shel-	powerful	A	A	tn
Side special and different and powerful is that everyone who came from	powerful	A	A	tn
I will say that words are very powerful , um , and especially in African	powerful	A	A	tn
diverse . We have minorities in powerful positions , but it's like I don	powerful	A	A	tn
now , like- like wow that was a powerful movie or whatever . Uh , I think	powerful	A	A	tn
se of the light . But the light powerful . Look up the light in the Bibl	powerful	A	A	tn
ower . People don't realize how powerful he is . Excuse me . I'm'a get my	powerful	A	A	tn
es are loaded . And then so one powerful kicker have to kick ' em in . Th	powerful	A	A	tn
d , they were probably the most powerful thug within the jont . < ts > Um ,	powerful	A	A	tn
o catch the Metro . So it was a practical decision . I'm just saying good	practical	A	A	tn
- but they just usually played practical jokes and things but I don't k	practical	A	A	tn
at she wanted the boy . She had practically forced the boy , you might as w	practically	R	PREVB	tp
ide through here on a boat and practically touch the stop- the stop light	practically	R	PREVB	tp
t first because I didn't know- practically I really didn't know anybody t	practically	R	PREVB	tp
I'm in this new school where I practically really don't know anybody at a	practically	R	PREVB	tp
baseball , softball . Just about practically all the sports . Swimming . Uh ,	practically	R	PREJJ	tp
Oh well , for that matter , I'm practically doing something all the time .	practically	R	PREVB	tp
, but um , I have to be sort of precarious about how I say it . Because on	precarious	A	A	tn
anted a little sister . She was precious . And , um , you know . Somebody I	precious	A	A	tn
w . Whatever we do , our time is precious . It's all gonna add up in the	precious	A	A	tn
to help us . I said , that is so precious and should be rewarded you kno	precious	A	A	tn
in a fire , every minute is- is precious . But , it left me homeless with	precious	A	A	tn
h- my- my neighborhood was so precious . It wasn't perfect , but it was	precious	A	A	tn
im . But they were so sweet and precious because those people came down	precious	A	A	tn
leans , Louisiana be , you know , precise . I was there when that bitch h	precise	A	A	tn
r , you know what I mean , to be precise , you feel me . Came back home ,	precise	A	A	tn
like that . That it's no like , predominant male figure in the house I gue	predominant	A	A	tn
traffic . And , um , yeah , I was predominantly in < address > , cause I went to	predominantly	R	POSTVB	tp
hat's still left . But it's now predominantly white . Mm-hm . Mm-hm . Yeah . Mm-	predominantly	R	PREJJ	tp
it's- it's- it's gonna be all- predominantly white in a matter of years . An	predominantly	R	PREJJ	tp
e minorities , but it was still predominantly white cause it's- it's < school	predominantly	R	PREJJ	tp
got kicked out and I went to a predominantly colored school , it was differe	predominantly	R	NPAM	tp
all . At that time it was just predominantly Puerto Rican and Caucasian . An	predominantly	R	PREJJ	tp
eutral . Um , < clears throat > we predominantly serve Parkland from kids that	predominantly	R	PREVB	tp
e , oh wow maybe cause that's a predominantly white area , you think police a	predominantly	R	NPAM	tp
> . Like it was predominantly white , but all of the minoriti	predominantly	R	PREJJ	tp
on Benning Road . H Street was predominantly African American owned busines	predominantly	R	NPAM	tp
hole nother situation . So it's predominantly a white p- school . And the fam	predominantly	R	NPAM	tp
y in DC where as it used to be predominantly African American in a lot of a	predominantly	R	PREJJ	tp
. The west side < address > . Mm , predominantly all my life except there was a	predominantly	R	POSTVB	tp
ly have as much because it was predominantly African American . So I do appr	predominantly	R	PREJJ	tp
it's going now . Then it'll be predominantly white and predominantly rich .	predominantly	R	PREJJ	tp
ut predom- They all black , not predominantly black . < laugh > It's no- not ev	predominantly	R	PREJJ	tp
Um , the rest of the street was predominantly white . I think there was one ,	predominantly	R	PREJJ	tp
thing , um , < ts > it was a very predominantly black neighborhood , um , and , u	predominantly	R	NPAM	tp
f Rochester . Um , < ts > but it's predominantly white . It's where yuppies live	predominantly	R	PREJJ	tp
e city , um , that is definitely predominantly white . Yeah . < ts > I can't spea	predominantly	R	PREJJ	tp
I'm around , um , my family , or predominantly around people of color . So , um	predominantly	R	POSTVB	tp
eorgetown . So I've gone from a predominantly I'd say it was about sixty to	predominantly	R	NPAM	tp
ust went to a high school with predominantly white kids . I wanted the- be a	predominantly	R	POSTVB	tp
ere urban suburban . So , it was predominantly white . Uh . And it was just one	predominantly	R	PREJJ	tp
rder and I had never been to a predominantly white school before . So I was	predominantly	R	NPAM	tp
r speech . My mother's family's predominantly in Florida , but then she has h	predominantly	R	POSTVB	tp
m really lost because I'm in a predominantly white environment with school	predominantly	R	NPAM	tp
social life and um I live in a predominantly black environment , and this is	predominantly	R	NPAM	tp
n I wasn't illegitimate , I was premature . I'm in the middle . I'm odd . J	premature	A	A	tn
, I think it's a little bit uh premature to have some sort of uh dream	premature	A	A	tn
know what I'm saying . That's a prepositional phrase . You know what I'm sayi	prepositional	A	A	tn
on a airplane , and that's just preposterous to me , like what ? You've never	preposterous	A	A	tn
fessors . And there are at this present moment- I think we counted eig	present	A	A	tn
uh , vocal , and I'm very- very present in- in black related stuff , an	present	A	A	tn
- at one given time , and in my present situation now I'm really lost	present	A	A	tn
ly have to be like emotionally present and like , more involved . It's	present	A	A	tn
nd currently overcoming in our present and future lives . Four . And I	present	A	A	tn
een surrounded my great women , present company included . Um , Doctor <	present	A	A	tn
just the fact that he's like , present cause like he didn't know his	present	A	A	tn
nd . And , so you have to um , be presentable when you go in because you don	presentable	A	A	tn
us s- speak any fluently . Uh , presently or ? Mm . Well I do have a few w	presently	R	POSTVB	tp
acy rate of predicting who the presidential nominee will be . They even got	presidential	A	A	tn
se the p- the correct eventual presidential nominee that year . Idaho deleg	presidential	A	A	tn
You know , he was like in some presidential cam- uh , cabinet . So it was so	presidential	A	A	tn
e every four years , during the presidential election year . And it's always	presidential	A	A	tn
m , tryna get the Congress , the presidential candidates , and anybody else t	presidential	A	A	tn
e presu- she's the one pro- uh presumably hap- lived happily ever after .	presumably	R	PREVB	tp
other one straightened up and presumably lived happily ever after . Well	presumably	R	PREVB	tp
are older than me . My dad had previous kids , um , before he had me . Um	previous	A	A	tn
ago . Mrs. < name > , which was a previous mayor , before the mayor- befor	previous	A	A	tn
e because shi- u- shit , the f- previous mayor of Atlanta , um , Kasim Re	previous	A	A	tn
h , one of the g- uh , she was a previous coach over there , Coach < name >	previous	A	A	tn
a few feet from the- from the previous height so if it comes over tha	previous	A	A	tn
person who tried out from the previous year , made it the next year . E	previous	A	A	tn
kids who had him the year- the previous year you know saying , you don '	previous	A	A	tn
ith my child ! So , If- I've had previous engage- engagements with her .	previous	A	A	tn
ow I haven't heard from < name > previously but I see they came by , they d	previously	R	POSTVB	tp
had not been here , living here previously . Because a lot of that came in	previously	R	POSTVB	tp
ir that we saw earlier looking prim and proper . Now she done chang	prim	A	A	tn
ged drastically . I mean it was primarily an African American neighborho	primarily	R	POSTVB	tp
y actually- well late eighties primarily , they were like actually uh , s	primarily	R	POSTVB	tp
or for me to talk about , um , I primarily- I was closest to- My main fri	primarily	R	PREVB	tp
f Sixteenth Street , which were primarily- Now , I don't know if they're-	primarily	R	PREVB	tp
m , definitely African American primarily , um , < laugh > there is a more-	primarily	R	POSTJJ	tp
at's I feel like their purpose primarily in my life where I would atten	primarily	R	POSTVB	tp
